,image,label
28,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img414.tif,/data/Khartoum_data/training_masks/mask_img414.tif
29,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img366.tif,/data/Khartoum_data/training_masks/mask_img366.tif
30,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img400.tif,/data/Khartoum_data/training_masks/mask_img400.tif
31,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1597.tif,/data/Khartoum_data/training_masks/mask_img1597.tif
32,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1568.tif,/data/Khartoum_data/training_masks/mask_img1568.tif
33,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1540.tif,/data/Khartoum_data/training_masks/mask_img1540.tif
34,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1232.tif,/data/Khartoum_data/training_masks/mask_img1232.tif
35,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img399.tif,/data/Khartoum_data/training_masks/mask_img399.tif
36,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1554.tif,/data/Khartoum_data/training_masks/mask_img1554.tif
37,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img560.tif,/data/Khartoum_data/training_masks/mask_img560.tif
38,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img206.tif,/data/Khartoum_data/training_masks/mask_img206.tif
39,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img574.tif,/data/Khartoum_data/training_masks/mask_img574.tif
40,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1385.tif,/data/Khartoum_data/training_masks/mask_img1385.tif
41,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1408.tif,/data/Khartoum_data/training_masks/mask_img1408.tif
42,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1434.tif,/data/Khartoum_data/training_masks/mask_img1434.tif
43,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1346.tif,/data/Khartoum_data/training_masks/mask_img1346.tif
44,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1420.tif,/data/Khartoum_data/training_masks/mask_img1420.tif
45,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img762.tif,/data/Khartoum_data/training_masks/mask_img762.tif
46,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img776.tif,/data/Khartoum_data/training_masks/mask_img776.tif
47,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img992.tif,/data/Khartoum_data/training_masks/mask_img992.tif
48,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1187.tif,/data/Khartoum_data/training_masks/mask_img1187.tif
49,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img979.tif,/data/Khartoum_data/training_masks/mask_img979.tif
50,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img24.tif,/data/Khartoum_data/training_masks/mask_img24.tif
51,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1178.tif,/data/Khartoum_data/training_masks/mask_img1178.tif
52,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img789.tif,/data/Khartoum_data/training_masks/mask_img789.tif
53,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1622.tif,/data/Khartoum_data/training_masks/mask_img1622.tif
54,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img947.tif,/data/Khartoum_data/training_masks/mask_img947.tif
55,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1634.tif,/data/Khartoum_data/training_masks/mask_img1634.tif
56,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1152.tif,/data/Khartoum_data/training_masks/mask_img1152.tif
57,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1146.tif,/data/Khartoum_data/training_masks/mask_img1146.tif
58,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img953.tif,/data/Khartoum_data/training_masks/mask_img953.tif
59,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1620.tif,/data/Khartoum_data/training_masks/mask_img1620.tif
60,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img984.tif,/data/Khartoum_data/training_masks/mask_img984.tif
61,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1191.tif,/data/Khartoum_data/training_masks/mask_img1191.tif
62,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img990.tif,/data/Khartoum_data/training_masks/mask_img990.tif
63,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img774.tif,/data/Khartoum_data/training_masks/mask_img774.tif
64,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1436.tif,/data/Khartoum_data/training_masks/mask_img1436.tif
65,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img589.tif,/data/Khartoum_data/training_masks/mask_img589.tif
66,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1344.tif,/data/Khartoum_data/training_masks/mask_img1344.tif
67,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1378.tif,/data/Khartoum_data/training_masks/mask_img1378.tif
68,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img238.tif,/data/Khartoum_data/training_masks/mask_img238.tif
69,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1387.tif,/data/Khartoum_data/training_masks/mask_img1387.tif
70,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img204.tif,/data/Khartoum_data/training_masks/mask_img204.tif
71,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img562.tif,/data/Khartoum_data/training_masks/mask_img562.tif
72,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img210.tif,/data/Khartoum_data/training_masks/mask_img210.tif
73,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1542.tif,/data/Khartoum_data/training_masks/mask_img1542.tif
74,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1230.tif,/data/Khartoum_data/training_masks/mask_img1230.tif
75,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1581.tif,/data/Khartoum_data/training_masks/mask_img1581.tif
76,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1595.tif,/data/Khartoum_data/training_masks/mask_img1595.tif
77,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img416.tif,/data/Khartoum_data/training_masks/mask_img416.tif
78,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img833.tif,/data/Khartoum_data/training_masks/mask_img833.tif
79,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img199.tif,/data/Khartoum_data/training_masks/mask_img199.tif
80,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img827.tif,/data/Khartoum_data/training_masks/mask_img827.tif
81,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img614.tif,/data/Khartoum_data/training_masks/mask_img614.tif
82,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img166.tif,/data/Khartoum_data/training_masks/mask_img166.tif
83,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img173.tif,/data/Khartoum_data/training_masks/mask_img173.tif
84,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img832.tif,/data/Khartoum_data/training_masks/mask_img832.tif
85,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1027.tif,/data/Khartoum_data/training_masks/mask_img1027.tif
86,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img403.tif,/data/Khartoum_data/training_masks/mask_img403.tif
87,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img365.tif,/data/Khartoum_data/training_masks/mask_img365.tif
88,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img417.tif,/data/Khartoum_data/training_masks/mask_img417.tif
89,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img359.tif,/data/Khartoum_data/training_masks/mask_img359.tif
90,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1580.tif,/data/Khartoum_data/training_masks/mask_img1580.tif
91,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1219.tif,/data/Khartoum_data/training_masks/mask_img1219.tif
92,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1557.tif,/data/Khartoum_data/training_masks/mask_img1557.tif
93,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1543.tif,/data/Khartoum_data/training_masks/mask_img1543.tif
94,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img577.tif,/data/Khartoum_data/training_masks/mask_img577.tif
95,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img211.tif,/data/Khartoum_data/training_masks/mask_img211.tif
96,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img239.tif,/data/Khartoum_data/training_masks/mask_img239.tif
97,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1379.tif,/data/Khartoum_data/training_masks/mask_img1379.tif
98,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1345.tif,/data/Khartoum_data/training_masks/mask_img1345.tif
99,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1351.tif,/data/Khartoum_data/training_masks/mask_img1351.tif
100,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1437.tif,/data/Khartoum_data/training_masks/mask_img1437.tif
101,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1184.tif,/data/Khartoum_data/training_masks/mask_img1184.tif
102,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img27.tif,/data/Khartoum_data/training_masks/mask_img27.tif
103,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1609.tif,/data/Khartoum_data/training_masks/mask_img1609.tif
104,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img33.tif,/data/Khartoum_data/training_masks/mask_img33.tif
105,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1621.tif,/data/Khartoum_data/training_masks/mask_img1621.tif
106,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img952.tif,/data/Khartoum_data/training_masks/mask_img952.tif
107,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1635.tif,/data/Khartoum_data/training_masks/mask_img1635.tif
108,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img946.tif,/data/Khartoum_data/training_masks/mask_img946.tif
109,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1153.tif,/data/Khartoum_data/training_masks/mask_img1153.tif
110,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img37.tif,/data/Khartoum_data/training_masks/mask_img37.tif
111,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1619.tif,/data/Khartoum_data/training_masks/mask_img1619.tif
112,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img23.tif,/data/Khartoum_data/training_masks/mask_img23.tif
113,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img942.tif,/data/Khartoum_data/training_masks/mask_img942.tif
114,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1631.tif,/data/Khartoum_data/training_masks/mask_img1631.tif
115,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img956.tif,/data/Khartoum_data/training_masks/mask_img956.tif
116,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img765.tif,/data/Khartoum_data/training_masks/mask_img765.tif
117,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1180.tif,/data/Khartoum_data/training_masks/mask_img1180.tif
118,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1369.tif,/data/Khartoum_data/training_masks/mask_img1369.tif
119,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1433.tif,/data/Khartoum_data/training_masks/mask_img1433.tif
120,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img598.tif,/data/Khartoum_data/training_masks/mask_img598.tif
121,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1341.tif,/data/Khartoum_data/training_masks/mask_img1341.tif
122,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1427.tif,/data/Khartoum_data/training_masks/mask_img1427.tif
123,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img567.tif,/data/Khartoum_data/training_masks/mask_img567.tif
124,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img215.tif,/data/Khartoum_data/training_masks/mask_img215.tif
125,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img573.tif,/data/Khartoum_data/training_masks/mask_img573.tif
126,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img229.tif,/data/Khartoum_data/training_masks/mask_img229.tif
127,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1209.tif,/data/Khartoum_data/training_masks/mask_img1209.tif
128,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1547.tif,/data/Khartoum_data/training_masks/mask_img1547.tif
129,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1235.tif,/data/Khartoum_data/training_masks/mask_img1235.tif
130,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img413.tif,/data/Khartoum_data/training_masks/mask_img413.tif
131,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img375.tif,/data/Khartoum_data/training_masks/mask_img375.tif
132,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img361.tif,/data/Khartoum_data/training_masks/mask_img361.tif
133,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1584.tif,/data/Khartoum_data/training_masks/mask_img1584.tif
134,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img188.tif,/data/Khartoum_data/training_masks/mask_img188.tif
135,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img836.tif,/data/Khartoum_data/training_masks/mask_img836.tif
136,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img822.tif,/data/Khartoum_data/training_masks/mask_img822.tif
137,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1037.tif,/data/Khartoum_data/training_masks/mask_img1037.tif
138,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img611.tif,/data/Khartoum_data/training_masks/mask_img611.tif
139,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img163.tif,/data/Khartoum_data/training_masks/mask_img163.tif
140,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img639.tif,/data/Khartoum_data/training_masks/mask_img639.tif
141,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img638.tif,/data/Khartoum_data/training_masks/mask_img638.tif
142,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img176.tif,/data/Khartoum_data/training_masks/mask_img176.tif
143,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img610.tif,/data/Khartoum_data/training_masks/mask_img610.tif
144,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img823.tif,/data/Khartoum_data/training_masks/mask_img823.tif
145,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1022.tif,/data/Khartoum_data/training_masks/mask_img1022.tif
146,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img348.tif,/data/Khartoum_data/training_masks/mask_img348.tif
147,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img406.tif,/data/Khartoum_data/training_masks/mask_img406.tif
148,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img374.tif,/data/Khartoum_data/training_masks/mask_img374.tif
149,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1234.tif,/data/Khartoum_data/training_masks/mask_img1234.tif
150,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1552.tif,/data/Khartoum_data/training_masks/mask_img1552.tif
151,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1546.tif,/data/Khartoum_data/training_masks/mask_img1546.tif
152,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1208.tif,/data/Khartoum_data/training_masks/mask_img1208.tif
153,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1397.tif,/data/Khartoum_data/training_masks/mask_img1397.tif
154,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img214.tif,/data/Khartoum_data/training_masks/mask_img214.tif
155,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img200.tif,/data/Khartoum_data/training_masks/mask_img200.tif
156,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img599.tif,/data/Khartoum_data/training_masks/mask_img599.tif
157,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1432.tif,/data/Khartoum_data/training_masks/mask_img1432.tif
158,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1354.tif,/data/Khartoum_data/training_masks/mask_img1354.tif
159,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img994.tif,/data/Khartoum_data/training_masks/mask_img994.tif
160,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1181.tif,/data/Khartoum_data/training_masks/mask_img1181.tif
161,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1195.tif,/data/Khartoum_data/training_masks/mask_img1195.tif
162,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img980.tif,/data/Khartoum_data/training_masks/mask_img980.tif
163,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1624.tif,/data/Khartoum_data/training_masks/mask_img1624.tif
164,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1156.tif,/data/Khartoum_data/training_masks/mask_img1156.tif
165,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1630.tif,/data/Khartoum_data/training_masks/mask_img1630.tif
166,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1618.tif,/data/Khartoum_data/training_masks/mask_img1618.tif
167,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img22.tif,/data/Khartoum_data/training_masks/mask_img22.tif
168,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img20.tif,/data/Khartoum_data/training_masks/mask_img20.tif
169,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img969.tif,/data/Khartoum_data/training_masks/mask_img969.tif
170,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1168.tif,/data/Khartoum_data/training_masks/mask_img1168.tif
171,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1140.tif,/data/Khartoum_data/training_masks/mask_img1140.tif
172,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img955.tif,/data/Khartoum_data/training_masks/mask_img955.tif
173,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img799.tif,/data/Khartoum_data/training_masks/mask_img799.tif
174,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1632.tif,/data/Khartoum_data/training_masks/mask_img1632.tif
175,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1154.tif,/data/Khartoum_data/training_masks/mask_img1154.tif
176,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img772.tif,/data/Khartoum_data/training_masks/mask_img772.tif
177,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1183.tif,/data/Khartoum_data/training_masks/mask_img1183.tif
178,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1197.tif,/data/Khartoum_data/training_masks/mask_img1197.tif
179,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1418.tif,/data/Khartoum_data/training_masks/mask_img1418.tif
180,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img1356.tif,/data/Khartoum_data/training_masks/mask_img1356.tif
181,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img570.tif,/data/Khartoum_data/training_masks/mask_img570.tif
182,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img202.tif,/data/Khartoum_data/training_masks/mask_img202.tif
183,/data/Khartoum_data/RGB_imagery/RGB-PanSharpen_AOI_5_Khartoum_img564.tif,/data/Khartoum_data/training_masks/mask_img564.tif
